corpus,label
,2
,2
,2
,2
kết_nối không ổn_định quá chán,0
4 g mình dùng rất mạnh mạnh hơn sim mibifone mình dùng gói cước quá rẻ_ful sóng nhược_điểm sim số xấu ơi_là xấu,2
chuyển từ chuột văn_phòng sang thấy cũng thú_vị nhạy hơn,2
,2
sản_phẩm đẹp nhưng khi bóc hộp ra thì bao_bì bị vỡ tuy_nhiên sản_phẩm bên trong không sao không thấy có giấy bảo_hành thì chắc là bảo_hành số của shop,2
,2
,2
,2
,2
chất_lượng mình dùng rất nhiều,2
,2
ngoại_trang sp giống như mô_tả nhưng khi lấp vào mới nổ máy xe thôi nó đã rung rồi chạy thì thua luôn,0
,2
,2
hài_lòng,2
,2
chuột dùng cho máy mac thấy hơi bị lag chắc do phải cắm qua cục đổi nguồn chứ ko cắm trực_tiếp vào máy được do ko có lỗ usb,2
tai nghe vừa_mới mua về sạc hai tai nghe nó không vô đây là lần thứ hai mình mua đó đợt này quá dỡ,0
,2
,2
g,2
ok đẹp vừa khít hài_lòng,2
giao nhanh hơn dự_kiến cầm vừa tay dễ_dàng kết_nối dùng nhẹ tay tiện,2
,2
,2
hàng đóng_gói cẩn_thận chất_lượng tốt,2
,2
hàng đúng hình_ảnh sản_phẩm hoạt_động tốt,2
giao hàng nhanh đóng_gói sản_phẩm cẩn_thận sản_phẩm giống hình đẹp,2
ok,2
với một người ít khi mua_sắm như mình thì 5 sao là quá đủ cho sản_phẩm này,2
,2
thẻ nhớ ok nhé,2
tai nghe đẹp dây_bọc nên ko sợ đứt mình mua dùng kèm laptop để họp khá ưng,2
chuột nhạy_cầm vừa tay,2
,2
,2
,2
,2
,2
tuyệt,2
dây tốt giao hàng siêu nhanh cước vận_chuyển cũng rất rẻ,2
,2
,2
,2
phù_hợp nhu_cầu sử_dụng,2
,2
,2
rất hài_lòng chuột dùng rất êm_phết nhỉ,2
sài khá ổn_ốp khá nhẹ khi gắn ốp xong thì cần không bị trơn trượt,2
,2
,2
,2
hàng_không chính hãng mình có tham_khảo hàng chính hãng và cũng đang dùng chuột logitech chính hãng mình muốn được đổi chuột chính hãng hoặc hoàn_trả lại cám_ơn,0
giao hàng nhanh hàng đúng như hình sẽ ủng_hộ shop lần sau,2
,2
hàng giao nhanh đóng_gói kỹ_cang sản_phẩm tốt,2
,2
,2
định mua loại nhỏ hơn mà mua_lộn nên nhận được hàng thì to quá để không vừa cái bàn nhỏ_xíu của mình nhìn_chung là hàng_không lỗi mặt vải chất_liệu nhám chứ không mịn giống loại mình dùng trước_kia 3,2
mua dc sản_phẩm giá rẻ giao nhanh ko biết có bền_ko để sau đánh_giá tiếp,2
,2
,2
,2
tai hoàn_thiện đẹp chăc chắn đeo khá dễ_chịu mua vì lý_do này đeo in ear nhanh mòi_tai chất_lượng âm_thanh ổn lại mua được sale rất đáng tiền,2
mình vừa nhận được hàng phải nói_sản phẫm mẫu_mã đẹp nhưng phím_a và capslock bấm nhiều khi không ăn phải ấn mạnh nhiều lần mới ăn_phím mong nhận đươc phản_hồi từ cửa_hàng về vấn_đề này,0
,2
,2
đóng_gói cẩn_thận hàng em ru nhạy_sướng luôn nên mua,2
dán vào hơi mờ_nha nhưng chống chói_vân tay ổn,2
khoảng_cách giữa các phím_hơi xa nên dễ bấm nhầm ngoại_hình ổn nhám nhám nên không bám vân tay nhiều,2
tuyệt_vời đẹp hay,2
,2
sản_phẩm nhỏ gọn công_suất phù_hợp sạc nhanh 2 cổng tiện_lợi,2
quá mỏng,2
,2
chuẩn,2
vừa khít với máy_nha chất_lượng nhìn đẹp,2
mình đặt cho bạn bạn khen chuột đẹp xuất_sắc_màu cưng thời_gian giao nhanh hơn dự_kiến mười điểm,2
,2
giao hàng nhanh chất_lượng tốt trong tầm giá,2
shop bán đồ đểu mất uy_tín quá gần 200 k vậy_mà về không có tín_hiệu đề_nghị tiki kiểm_tra shop này ngay có cách nào khắc_phục cho khách_hàng_không thì không ổn,0
,2
,2
loa đẹp nghe tốt_bền hay không thì phải đợi thêm tg nữa mới biết,2
ok,2
đóng_gói kỹ_càng giao đúng hạn sản_phẩm chất_lượng giá_cả phù_hợp phù_hợp với nhu_cầu sử_dụng,2
,2
hàng_không giống như quản_cáo,0
đẹp vừa với sp,2
sim chất_lượng 6 gb ngày tốc_độ tốt nói_chung miêu_tả sim của shop hoàn_toàn uy_tín,2
chất_lượng tốt đóng_gói cẩn_thận nhân_viên giao hàng thân_thiện,2
rất tốt,2
chưa dùng đã nứt toác đảo,0
,2
,2
hơi nhỏ một_chút nhưng được_cái là nhẹ ít hao_pin click êm_scrol mượt nói_chung là ổn trong tầm giá màu_sắc_đẹp,2
,2
giao muộn 1 ngày mà mống thông_báo tuy_nhiên sản_phẩm ổn,2
,2
,2
,2
ok,2
,2
,2
tôi thấy quảng_cáo khi tôi search dây sạc iphone nên đã quyets_định mua nhưng cuối_cùng sản_phẩm này ko phải cho iphone hiện tôi chưa biết dùng nó vào việc gì,0
ok,2
sản_phẩm dùng khá ok vừa vặn đẹp,1
giao nhanh nguyên_seal hoạt_động tốt chưa sped,2
đẹp và nghe êm_tập_thể_dục không lo_sợ rớt hàng rất rất tốt,2
chỉ nghe được 1 bên nếu mua gặp trường_hợp này thì đổi trả nhé,0
,2
,2
nghe tốt trong tầm giá bas mạnh âm_trường rộng nghe như có dàn_nhạc đánh trong tai_giá hợp_lí mình mua chiếc này là chiếc thứ hai không hiểu sao âm_thanh không hay bằng cái đầu_tiên nên cho 4 sao tiki giao hàng cực nhanh luôn sáng đặt chiều đã có mình chọn giao thường không phải tikinow,2
dây dù chắc_chắn đi kèm với bộ sạc chính hãng nữa thì quá tuyệt_lưu khi khi chọn độ dài phù_hợp nhé,2
,2
,2
,2
,2
,2
mới đặt giao liền tháo ra xem thấy chuột cũng nhỏ_nhỏ bấm êm_tay ngoại_hình đẹp còn sài thì chưa sài nhưng cầm nhẹ_tay thấy okey,2
mua vào ngày 06 03 2021 đến hôm_nay mới được hơn tháng thì chuột thường_xuyên bị mất tín_hiệu đơ không di_chuyển được trong 1 2 giây thử nhiều cổng cắm usb vẫn bị kiểm_tra hộp thì không tìm thấy giấy bảo_hành hóa hay hóa_đơn không biết đổi trả kiểu gì không nên mua,0
,2
,2
giao không đúng hàng và liên_lạc lại thì ko phản_hồi tốt,0
,2
,2
tất_cả mọi thứ đều tốt,2
ok,2
,2
,2
,2
,2
pad này vẫn vẩy chuột ko đc mượt_rít lắm,1
âm_thanh tốt nghe rất êm,2
quạt êm_gói hàng cẩn_thận,2
mình mua 3 cái mà 1 cái bị lỗi bên tai trái không nghe thấy gì hết lúc giao ngoài thùng dán tem hàng dễ vỡ mà thùng rách toang ra như hình luôn không hiểu dán tem để làm gì,0
dây sạc chắc_chắn,2
,2
tai nghe kiểu_dáng đẹp làm dây đeo trang_trí cũng hợp_nhét tai êm_âm_thanh hay sống_động,2
giao trong vòng 2 ngày theo mình thấy vậy cũng nhanh chuột xinh_xỉu màu hồng_cute lắm luôn qua thấy chuột rất nhạy_đáng tiền mua,2
âm_thanh tốt mà đeo lâu bị đau rai,2
,2
,2
,2
đẹp êm mua luôn 2 con rất đáng tiền,2
,2
,2
pin khá ổn kết_nối nhanh mẫu đẹp và rất bắt_mắt,2
đánh_giá không tính điểm rất tệ về dùng không được nói không nghe,0
,2
nhìn_chung sp tốt đúng_mức giá kết_nối nhận liền,2
rất hài_lòng sẽ ủng_hộ shop 5 sa0,2
,2
,2
cổng nối sử_dụng tốt chắc_chắn mình dùng kèm với tai nghe sony vẫn cho âm_thanh rất hay,2
vẫn rất thích dịch_vụ giao 2 h của tiki sản_phẩm cũng rất ok,2
ốp đẹp vừa máy cầm rất chắc_chắn,2
,2
giao nhanh hàng nhỏ gọn_tiện lợi,2
,2
cáp đẹp chiều dài thích_hợp sạc nhanh,2
không nên mua vì mình đã làm chuột_bạch cho các bạn khác rồi nha khả_năng khử_tiếng ồn_tệ hơn thú_âm trực_tiếp từ điện_thoại với tầm giá này thì thật_sự không_thể yêu_cầu hơn nhưng cho 3 sao là vì thấy chất_lượng không như quảng_cáo,1
,2
god,2
,2
ổn với tầm giá,2
chất_lượng kết_nối không cao nhưng vẫn đáng với giá tiền tuy_nhiên nên cân_nhắc để mua loại mắc hơn,2
,2
giao hàng nhanh đúng sản_phẩm,2
,2
ổn xài cam lưu_trữ đc nhiều ngày hàng chuẩn giao từ hcm nên hơi lâu_xíu nhưng chất_lượng ok,2
nhanh ngả vàng,2
,2
sạc dc có 1 lần thôi à ko như quảng_cáo,1
đặt mua 2 sim đã lắp 1 sim dùng thử mạng chậm và khá chập_chờn dù đang ở hà_nội chứ không được như quảng_cáo,0
,2
đã mua 2 lần vì chất_lượng tốt luôn ủng_hộ,2
khó phân_biệt được chuột đang tắt hay bật trên hình đăng thì có màu_sắc xanh_đỏ khác nhau để phân_biệt nhưng giao hàng lại không đúng loại khá là thất_vọng,0
,2
,2
,2
,2
chuột sài_ok mà rẻ lắm luôn thanks shop nha,2
,2
chưa nhận được hàng đã báo giao hàng thành_công,0
sạc nhanh không nóng nhỏ gọn sắt xảo,2
dây dày_dặn sạc nhanh có đính dây chống rối,2
chất_lượng trên cả tuyệt_vời shop tư_vấn nhiệt_tình,2
,2
,2
,2
giao hàng nhanh đã xài hơn 1 tháng chuột xài tốt và nhạy,2
,2
,2
chất_lượng âm_thanh sắc nét kết_nối dễ_dàng kiểu_dáng đẹp,2
,2
,2
,2
nghe oke mà hơi to vs_tai của mình đeo đau tai_âm_thanh khá tốt,2
,2
,2
giao chuẩn hàng ok nhé,2
,2
,2
,2
,2
,2
chuột mượt kiểu đẹp màu_sắc_hợp thời_trang nhưng thiết_kế hơi mỏng nên cảm_giác ko chắc tay,2
ốp đẹp vừa khít máy,2
nhỏ gọn và mỏng nên dễ_dàng mang theo độ nhạy và phản_hồi chuột rất tốt chỉ duy_nhất là chuột được thiết_kế nghiêng về phía trước nên hơi mỏi_tay khi sử_dụng lâu xác_định chuột cho du_lịch nhẹ_nhàng nên không ảnh_hưởng nhiều lắm,2
bàn phím siệu thích_nha nhưng nặng,2
rất chậm nhé các bạn coment để astra,1
,2
ko dính chặt nam châm và hơi lỏng_lẻo khi dùng,0
,2
,2
,2
hàng giả vỏ hộp khác hoàn_toàn hàng chính hãng còn dán tem phụ nhà phân_phối vĩnh_xuân nhưng không có tem vĩnh_xuân,0
hàng giao chậm mấy ngày không thấy thông_báo lại cho khách_hàng dùng nhanh hết pin nhận hàng được 5 ngày thì sạc không vào pin nữa trong 5 ngày sạc 2 lần đầu có vào pi ngày thứ 5 tự hết pin cắm sạc thì không vào điện,0
,2
vừa ý,2
,2
ok hàng tốt chính hãng ngon_đét,2
dùng được mấy hôm rồi khá ổn lưu_trữ được rất nhiều tốc_độ lưu_trữ ok hy_vọng sẽ xài ổn và lâu_dài,2
,2
,2
,2
,2
tốt rất ưng từ thiết_kế đến chất_lượng âm_thanh đóng_gói chắc_chắn giao hàng rất nhanh 5 sao,2
giao hàng nhanh sản_phẩm đúng yêu_cầu,2
,2
tôt,2
,2
shop giao hàng nhanh đầy_đủ phụ_kiện tet thử ok,2
,2
chỉ là đầu nối nhưng được in nổi chữ ugren lên nên hy_vọng chất_lượng sẽ ổn_định hơn mấy đầu nối trôi_nổi khác trên thị_trường,2
,2
,2
tín_hiệu âm_thanh ra bé đầu_jack cắm khó,1
,2
,2
giao_hành chậm_trễ người bán ko liên_lạc gì mua hàng tiki now chấp_nhận phí cao hơn mà 3 ngày sau mới giao hàng,0
đây là con adapter anker thứ 6 mà mình mua mua hộ từ người_nhà cho đến đồng_nghiệp luôn lần này săn mãi mới đc giá giảm còn 170 k con đầu_tiên mua giá gốc luôn hi_dù là giao hàng tiêu_chuẩn nhưng hơn 1 ngày đã nhận được hàng rồi 5 sao cho tiki anker,2
,2
,2
dây bên chắc_chắn ok lắm nha,2
,2
,2
đồng_hồ màu rất xinh_bé nhà rất thích màu hồng đeo vừa tay_không to_giá hợp_lí,2
ổn,2
,2
ahu loay_hoay lắp_sim mà quay qua đã bị đứt dây_shop hỗ_trợ hàn lại dùm mình dc ko cám_ơn thật vi_diêu sợi dây nguồn màu trắng bị đứt mà mình nhét tạm pin đóng nắp lại vẫn chạy vẫn sạc_pin chỉ là ko biết dùng đến bao_giờ khi nào đồng_hồ ko chạy nữa mình đem ra tiệm nhờ hàn lại cọng dây màu trắng vậy với tầm_giá sản_phẩm như_vậy là ok nhận_diện địa_chỉ ko đc chính_xác nha gọi nghe cg chấp_nhận dc với tầm giá,2
,2
hơi trầy cạnh_xíu nhưng vẫn okie,2
chất_lượng tốt nhưng giao hàng hơi lâu,2
,2
,2
jsndbsbndjd,2
,2
hàng tốt dùng ổn giao hàng nhanh cám_ơn shop_vote cho shop nhé,2
god,2
,2
bàn phím bấm rất êm_nhạy chuột thì cũng ok ạ,2
,2
ok,2
,2
,2
,2
,2
hợp_lí với giá tiền chất_lượng mẫu_mã ổn,2
sản_phẩm ok shop nhé,2
mình sử_dụng 2 tuần thì_giờ đã hỏng hoăc chập_chờn liên_hệ với shop mấy ngày không có phản_hồi trải_nghiệm tệ nhất trong tất_cả các shop của tiki,0
ok,2
,2
tạm ổn trong tầm_giá có_điều trước mua ở tiki trading có xuất cả hóa_đơn nhưng những lần gần đây không xuất hóa_đơn nữa chỉ có phí ship nên không hào_hứng mua như trước nữa,2
chuột giá ok giao hang nhanh sử_dụng tốt,2
555,2
hàng nhập bởi synex fpt nên chắc là chuẩn có_điều mình mua 12 6 2021 mà tem bảo_hành_tích vào tháng 4 2021 thì không biết thời_hạn bảo_hành sp là tính theo hóa_đơn của tiki hay_là tem_dán trên thẻ nhớ,2
,2
,2
,2
,2
không mượt sử_dụng chuột nhảy_loạn_xạ,0
ưu_điểm cảm_ứng ở mức 7 5 10 dây đeo vào khá chắc_chắn chống nước rất ổn nhược_điểm cái lock khóa lại khá chán,2
micro của tai nghe bắt_yếu sử_dụng tai nghe để gọi điện thì máy đầu kia nghe rất nhỏ mặc_dù đã mở âm_lượng max,0
,2
god,2
,2
,2
,2
loa rè thu sóng kém nếu mua để giảng_dạy thì k nên mua nha chỉ phí tiền,0
,2
gõ rất êm và rất dễ_chịu rất hài_lòng,2
giao hàng đúng thời_gian rất thích hàng đẹp và giá hợp_lý,2
sạc mau_nóng và chậm không thích_hợp dùng thường_xuyên,1
,2
,2
,2
vừa vặn chống sốc hiệu_quả kiểu_dáng đẹp,2
,2
dùng phím êm thật,2
,2
,2
,2
,2
chuột nhạy màu hồng rất xinh_cảm_ơn shop,2
,2
,2
,2
,2
,2
,2
,2
ok,2
tikinow giao hàng cực nhanh sp có hộp có tem đầy_đủ bởi_vì mới sử_dụng nên thấy sạc điện khá tốt có_thể sạc nhanh chờ tiếp sau 6 tháng sử_dụng sẽ thế_nào,2
chuột mới dúng tốt theo lời shop_báo thì bảo_hành theo hóa đơn tiki,2
kết_nối tốt với chuột và loa bluetoth,2
,2
chuột bấm_lực rất thích,2
sản_phẩm khá ổn_pin tuột hơi nhanh,2
,2
,2
hài_lòng,2
chất_lượng tốt rất hài_lòng về sp này,2
,2
,2
tuyệt_vời,2
,2
,2
,2
sp dùng tốt,2
,2
giao cho mình chuột không xài được mình trả hàng tiếp_tục giao lại con chuột bị lỗi đó đến lần thứ 3 mình bỏ luôn mình gọi lên tổng_đài tiki để than_phiền nhưng vấn_đề không đc giải_quyết lần đầu_tiên thất_vọng về tiki như_vậy,0
sản_phẩm ok,2
rất tốt đang sài thư,2
,2
cắm vào windows 10 nhận ngay dùng với tai nghe cũng tạm usb cắm sau máy_tính rồi nên chụp tạm hình vỏ hộp vậy,2
sản_phẩm chất_lượng giao hàng nhanh,2
mình xài hãng này đây sạc và cục sạc di_động thấy chất_lượng ổn với tầm giá,2
,2
thể nhớ hất_lượng tốt đoc nhanh mình gắn vào camera hành_trình kovar t1 ghi_hình dc 8 tiếng,2
ok,2
bấm rất êm,2
quá xịn cắm vào là nhận ngay bluetoth ko cần cài gì nhiều chạy trên windows 11 linux ngon_lành luôn nha từng mua wifi ở tp link rồi xài cực_kì tốt luôn sẽ luôn ủng_hộ những sản_phẩm của tp link,2
,2
tốt,2
,2
chuột đẹp nhạy ban_đầu cầm cảm_thấy hơi to nhưng dùng được vài ngày thì cảm_thấy rất vừa tay chuột trước mình dùng khá nhỏ_con_lăn chuột hành_trình vừa_phải tuy_nhiên dùng trên mặt bàn_thường di_chuột có cảm_giác không mượt lắm nói_chung là ổn trong tầm giá,2
bút dùng tốt,2
chuột đèn nhấp_nháy tốt nhưng bị chậm quá kéo max thanh_fast mới ổn thiết_kế khá bắt_mắt chức_năng sd k hiệu_quả t chưa hài_lòng về sp và giá tiền,0
chuột xài rất êm không có tiếng click chỉ có đieu không kết_nối được cùng lúc nhiều thiết_bị hình_ảnh 2 phiên_bản nhỏ và lớn cho mọi người tham_khảo,2
,2
sản_phẩm tốt so với giá tiền nghe và nói rõ,2
xem trên hình thì thấy màu có_vẻ hơi cũ nên lúc ord cũng hơi lo nhưng lúc nhận thì thấy màu xanh xinh lắm luôn loa thì thấy âm_thanh khá là to rõ và dễ xài lúc đầu hơi lớ_ngớ nên chả xem kỹ nên liền nhắn_tin cho shop hỏi xem chỗ sạc ở đâu ai_ngờ vừa nhắn là anh rep liền và rep siêu nhanh nên là điểm 10 cho việc này mn nên mua ở đây nha,2
chuột vừa tay pin_xài lâu màu đẹp,2
,2
,2
,2
,2
,2
,2
,2
hub usb 3 0 aswei 4 in1 usb 3 0 to 4 usb 3 0 • chất_lượng vượt_trội vỏ nhôm tản_nhiệt tốt chắc_chắn mát • kết_nối ổn_định cổng usb chắc_chắn đảm_bảo kết_nối đáng tin_cậy • giao hàng nhanh_chóng nhận hàng nhanh_chóng chỉ trong vòng một ngày • giá_cả cạnh_tranh mua ba bộ chia usb aswei với giá ưu_đãi • thiết_kế tiện_lợi kích_thước nhỏ gọn dễ_dàng cầm nắm vỏ nhôm bền_bỉ bảo_vệ khỏi va_đập bộ chia usb_aswei được thiết_kế với chất_lượng cao tốt kết_nối ổn_định và giao hàng nhanh_chóng giá_cả cạnh_tranh và thiết_kế tiện_lợi sản_phẩm nên dùng,2
,2
rất tốt,2
,2
ok,2
,2
,2
,2
,2
nhanh,2
,2
,2
nghe rất ổn với tầm tiền này,2
đảm_bảo đúng yêu_cầu mong_muốn,2
,2
,2
,2
tiki ship hàng siêu nhanh luôn đặt tối 11 11 mà chiều hôm sau đã nhận được hàng săn được sale giá rẻ lại thêm mã giảm_giá quá tốt hàng logitech thì tốt khỏi bàn rồi nhà mình toàn xài chuột logitech,2
,2
,2
dùng được mấy tháng rồi mới mò lên đánh_giá sản_phẩm dùng tốt chuột di_nhanh tuy_nhiên có hơi tốn pin à logo có khác so với trên ảnh nữa điểm này có hơi thắc_mắc,2
,2
,2
sản_phẩm đã dùng được 1 tháng ổn,2
sản_phẩm hoàn_hảo,2
,2
,2
,2
,2
,2
,2
mình mua tháng 6 2022 bị lỗi double click thì có được bảo_hành ko shop,2
,2
,2
để xài thử xem sao,2
,2
,2
,2
god,2
kính nhìn cũng đẹp nhưng không nét hơi mờ,1
vướng lễ nên giao_hơi lâu nhưng nhận rồi thì ko mất_công_đợi ốp rất ok,2
sướng,2
,2
sản_phẩm dùng tốt giao hàng nhanh_chóng,2
,2
nghe ổn kết_nối nhanh vì mình đã đọc hết bình_luận của mọi người và cách dùng trên thông_tin sản_phẩm của shop giá ổn áp_kết_nối được với cả iphone,2
chất_lượng,2
,2
trả hàng đang làm_việc mua giao nhanh mà bị bung thế_này,0
giá rẻ nhưng chất_lượng âm_thanh tốt,2
đồng_nghiệp nói nó hơi nhỏ mỏi tay nhưng tui dùng thì rất là êm_tay k vấn_đề gì,2
dây đầu tròn nên phải bỏ case mới sạc được,2
tốt,2
,2
đặt đơn hàng 8 ngày ko giao sao đó tự_ý hủy đơn hàng tưởng đâu hết hàng hóa ra là ko_hủy để bán sản_phẩm giá cao hơn thử đặt lại số_lượng bằng đơn cũ thì vẫn chấp_nhận làm_ăn kiều_gì chã hiểu,0
giao hàng nhanh sản_phẩm tốt,2
hàng đúng quảng_cáo đang dùng và cảm_nhận ban_đầu là ok,2
chuẩn_bị và giao hàng rất nhanh chất_lượng sản_phẩm tốt vừa vặn không tạo cảm_giác ọp_ẹp trơn trượt khi cầm,2
,2
,2
,2
,2
đặt_hàng 17 g nhận hàng 18 g45 giao hàng siêu nhanh cắm sạc ok_độ bền thì chờ sử_dụng một thời_gian mới biết cảm_ơn shop,2
,2
chuột êm_nhạy chỉ có_điều cần chỉnh_dpi thì tải phần_mềm ai bàn_tay k quá to thì nên mua,2
sản_phẩm chính hãng chất_lượng tốt giao hàng đúng hạn mà giờ mình mới dùng để review,2
,2
,2
lót chuột đẹp dùng thich luôn,2
,2
,2
đóng_gói chưa kĩ lắm nhưng nhìn_chung vẫn ổn,2
hư ko xài được đề_nghị đổi cái khác cho tôi nhé,0
,2
,2
,2
,2
,2
,2
các phím không chắc_chắn,2
loa dùng ok,2
,2
tiki giao hàng nhanh hàng có tem chính hãng đóng_gói cẩn_thận hàng đúng như mô_tả rất hài_lòng khi mua ở tiki,2
,2
mỗi cái không có màu đen đumg cực oke,2
,2
,2
cáp mới nhưng hộp khá cũ_cáp sạc nhanh được cho samsung s10,2
thiếu pin cho chuột mua mà về phải đặt lại mua pin nữa thì vậy thì nên nói rõ vào trong shop luôn giùm,0
bàn_phím mới gõ mượt đèn led màu xanh đẹp lắm,2
,2
sản_phẩm chuẩn đẹp,2
,2
tốt,2
mình mua sản_phẩm từ cuối năm 2020 nhưng xài hết năm 2021 tai nghe vẫn còn nghe tốt lắm âm_thanh rõ nét không bị lỗi cứ đến 3 4 tháng thì bị điếc một bên như một_số sản_phẩm khác chất_lượng vượt qua kỳ_vọng so với giá như_vầy á ví_dụ bạn chỉ trả 150 k tổng_cộng cho 1 chiếc tai nghe nhưng bạn xài nó mỗi ngày trong một năm vị_chi bạn chỉ trả 500 đồng chưa đến 1 k chỉ để xài_tai nghe tuy_nhiên mình đã xài được 1 5 năm rồi như_vậy số tiền mình phải trả mỗi ngày để xài tai nghe mỗi ngày còn thấp hơn_nữa vài dòng cho các bạn hữu_duyên,2
thẻ nhớ ko_định được để sử_dụng,0
,2
,2
cục sạc nhanh sản_phẩm đẹp nhựa nhám_sờ rất thix nhỏ gọn hơn mình tưởng cho dòng_điện rất ổn_định ngon gấp đôi cục anker đang xài,2
,2
,2
,2
sản_phẩm tốt phù_hợp tầm giá,2
,2
,2
mình thấy giao hàng nhanh đó tai nghe ở mức phù_hợp với giá tiền đóng_gói cẩn_thận đó mọi người,2
,2
sp chất_lượng khỏi bàn_cải,2
tiêu_đề và sản_phẩm không đồng_nhất đây là dây chuyển hdmi to_vga không có nguồn phụ và cũng không có cổng audio,1
hàng chính hãng tốt và mẫu đẹp toi có hỏi về xuất_hd công_ty thì nhân_viên ho_trợ rất nhiệt_tình nếu có cần mua thêm hàng thì tôi vẫn chọn mua từ cửa_hàng này,2
kết_nối được với loa tuy_nhiên ko_kết nốt được với 1 số tai nghe,2
xịn,2
,2
phím gõ êm có cae tăng giảm âm_lượng ko gì chê trong tầm giâ này,2
,2
huột không dây logitech m331 có thiết_kế không quá nổi_bật như chuột_gaming nhưng lại có chất riêng lịch_lãm rất phù_hợp cho cả dân văn_phòng học_sinh sinh_viên kiểu_dáng đầm_tính cầm rất chắc_tay chuột khá nhạy và di cũng rất thoải_mái đặc_biệt là click rất êm nói_chung đây là sản_phẩm rất đáng mua trong tầm giá cảm_ơn tiki giao hàng rất nhanh dịch_vụ luôn làm mình hài_lòng,2
,2
hàng xịn nghe nhạc xem phim đều rất hay pin khá trâu_bò đáp_ứng được các nhu_cầu cơ_bản như thể_thao hay giải_trí,2
,2
,2
,2
,2
,2
,2
tốt bền đẹp sạc tốc_độ trung_bình,2
,2
rat tot,2
,2
sản_phẩm lỗi bị kênh 1 bên trầy xước,0
chất_lượng chuột tốt con_lăn khá êm nhưng khi bấm thì còn kêu to với một hãng uy_tín như logitech thì điều này là một tì vết không đáng có,2
,2
,2
dùng ok dây k bị rối,2
,2
phải mổ maximum mới nghe đủ rõ thiếu pas,1
sản_phẩm rất ok tạm đăng tấm hình khác mong ace thông_cảm chưa kịp chụp hình,2
,2
không rõ trục_trặc gì mà đặt_hàng 11 7 cho đến tận cuối tháng mới giao được sau khi có gọi coment tới tiki tiki phải đổi đơn hàng khác lấy từ sản_phẩm nhận được thì dùng tốt nhưng lần này thì không hài_lòng vì cũng đang cần chuột để sử_dụng mọi lần giao hàng khác thì đều ok,0
hàng chưa nhận được shop liên_hệ vận_chuyển giúp nhận được hàng sẽ cho shop 5 sao,0
nghe quá đã bas mạnh pin quá trâu ấm_tai không cảm_giác đau,2
hàng chính hãng rất đẹp y_như hình luôn shop đóng_gói cẩn_thận sử_dụng rê chuột rất là mượt,2
ơ shop tặng kèm mút thay mà tặng vầy rồi sao em thay ạ muốn đeo loại nhỏ mà có 1 bên hic,0
,2
,2
sản_phẩm kết_nối tốt,2
,2
,2
,2
,2
về chất_lượng sản_phẩm tai nghe ổn âm_thanh to rõ nghe đều cả hai bên và chất_lượng xứng_đáng với tầm giá nhạc nền hơi lớn hơn giọng ca_sĩ nhưng cũng không đáng_kể bù lại cảm_giác nghe rất rõ các loại nhạc_cụ có tem nhãn_nguyên seal có mác qr để kiểm_tra hàng thật xuất_xứ rõ_ràng về dịch_vụ của tiki giao hàng siêu nhanh mình đặt lúc 9 h30 tối hôm_qua mà trưa nay đã có shiper thân_thiện hàng được đóng_gói kỹ_càng không bị móp_méo nhìn_chung thì mình rất hài_lòng với sản_phẩm này sẽ tiếp_tục ủng_hộ tiki vào lần sau,2
,2
tốt như quảng_cáo đóng_gói cẩn_thận,2
ok,2
màu trắng nhìn đẹp cảm_giác bấm tốt led rgb sáng trong đóng_gói và giao hàng nhanh điểm trừ là hàng mới nhưng bị trầy,2
chuột khá nhạy_cầm êm_tay và ngoại_hình nhìn khá ổn chỉ có sợi dây của chuột wired mouse là nhìn hơi mỏng_manh nhỏ như cảm_giác dễ đứt vậy,2
,2
,2
,2
,2
miếng lót to giá tốt rất vừa_ý hài_lòng miếng lót to giá tốt rất vừa_ý hài_lòng miếng lót to giá tốt rất vừa_ý hài_lòng,2
,2
chất_lượng tốt nhưng độ bám tai_hơi kém dễ bị rơi khi đeo,2
chất_lượng ổn đóng_gói cẩn_thận rất ổn giá ổn,2
nhỏ gọn chắc_chắn,2
,2
,2
,2
giao nhanh mang nào cũng vào đc_dúng như quảng_cáo,2
,2
dây sạc chắc_chắn dây dù đẹp sạc nhanh hỗ_trợ truyền dữ_liệu hài_lòng về sp,2
đẹp ý_trọng_hình,2
,2
sản_phẩm đẹp bé rất thích tuy_nhiên định_vị chưa chính_xác,2
,2
bàn_phím chắc_chắn ko bị lag cảm_giác tốt hơn bộ km 3 x cũng của del giá 600 k hỏng sau hơn 1 năm,2
,2
ok chất_lượng tốt đang sài thấy ổn giao hàng khá nhanh,2
chuột nhấn ko nhạy chuột trái nmnm,0
,2
,2
sản_phẩm chắc_chắn đẹp shop đóng_gói rất cẩn_thận có bọc các lớp chống sốc va_đập quạt chạy êm nhưng có_vẻ khá yếu,2
,2
sản_phẩm rất ok hỗ_trợ nhanh gọn_lẹ chất_lượng 10 đ,2
âm_thanh rất tốt thái_độ phục_vụ rất chân_thành và nhiệt_tình sản_phẩm chống ồn và xuyên âm tốt kết_nối tốt nhạy_mẫu đẹp giá cũng đẹp,2
xài mấy tháng rồi mới đánh_giá nghe ổn chống tiếng ồn tốt đeo vào là không nghe bên ngoài nói gì luôn êm_tai,2
,2
,2
